21399717.13,4554794.518,-890
21399718.05,4554797.053,-890
21399718.97,4554799.589,-890
21399719.73,4554801.73,-890
21399720.57,4554804.121,-890
21399721.38,4554806.525,-890
21399722.16,4554808.845,-890
21399723.06,4554811.615,-890
21399723.96,4554814.374,-890
21399724.71,4554816.734,-890
21399725.49,4554819.23,-890
21399726.19,4554821.536,-890
21399726.79,4554823.566,-890
21399727.58,4554826.312,-890
21399728.31,4554828.852,-890
21399728.92,4554831.041,-890
21399729.63,4554833.635,-890
21399730.24,4554835.96,-890
21399730.8,4554838.114,-890
21399731.46,4554840.774,-890
21399732.11,4554843.386,-890
21399732.73,4554845.943,-890
21399733.34,4554848.517,-890
21399733.8,4554850.491,-890
21399734.3,4554852.73,-890
21399734.79,4554855.012,-890
21399735.28,4554857.355,-890
21399735.78,4554859.832,-890
21399736.37,4554862.759,-890
21399736.86,4554865.343,-890
21399737.37,4554867.962,-890
21399737.86,4554870.676,-890
21399738.3,4554873.099,-890
21399738.79,4554875.973,-890
21399739.18,4554878.288,-890
21399739.54,4554880.459,-890
21399739.88,4554882.644,-890
21399740.2,4554884.798,-890
21399740.47,4554886.724,-890
21399740.77,4554888.969,-890
21399741.14,4554891.699,-890
21399741.43,4554894.116,-890
21399741.77,4554896.863,-890
21399742.07,4554899.532,-890
21399742.37,4554902.186,-890
21399742.64,4554904.987,-890
21399742.89,4554907.469,-890
21399743.14,4554910.282,-890
21399743.33,4554912.513,-890
21399743.55,4554915.406,-890
21399743.71,4554917.506,-890
21399743.84,4554919.49,-890
21399743.97,4554921.578,-890
21399744.08,4554923.616,-890
21399744.17,4554925.622,-890
21399744.26,4554927.684,-890
21399744.37,4554930.5,-890
21399744.42,4554932.485,-890
21399744.5,4554935.347,-890
21399744.52,4554937.34,-890
21399744.55,4554940.178,-890
21399744.55,4554942.267,-890
21399744.55,4554945.181,-890
21399744.51,4554947.247,-890
21399744.46,4554950.054,-890
21399744.4,4554952,-890
21399744.3,4554954.811,-890
21399744.21,4554956.714,-890
21399744.12,4554958.592,-890
21399743.99,4554960.507,-890
21399743.87,4554962.461,-890
21399743.72,4554964.271,-890
21399743.56,4554966.268,-890
21399743.33,4554968.938,-890
21399743.15,4554971.024,-890
21399742.98,4554973.66,-890
21399742.9,4554975.749,-890
21399743.02,4554978.597,-890
21399743.21,4554980.784,-890
21399743.46,4554982.834,-890
21399743.93,4554985.098,-890
21399744.48,4554987.357,-890
21399744.99,4554989.409,-890
21399745.61,4554991.849,-890
21399746.27,4554994.598,-890
21399746.86,4554997.185,-890
21399747.41,4554999.827,-890
21399747.99,4555002.604,-890
21399748.47,4555005.064,-890
21399749.01,4555007.745,-890
21399749.46,4555010.058,-890
21399749.91,4555012.207,-890
21399750.37,4555014.33,-890
21399750.97,4555016.851,-890
21399751.52,4555019.07,-890
21399752.24,4555021.807,-890
21399752.98,4555024.559,-890
21399753.57,4555026.542,-890
21399754.37,4555028.921,-890
21399755.47,4555031.632,-890
21399756.46,4555033.795,-890
21399757.6,4555036.138,-890
21399759.12,4555038.954,-890
21399760.66,4555041.278,-890
21399762.42,4555043.467,-890
21399764.64,4555045.826,-890
21399767.44,4555048.38,-890
21399769.82,4555050.379,-890
21399771.82,4555051.955,-890
21399774.4,4555053.663,-890
21399776.93,4555055.205,-890
21399778.93,4555056.356,-890
21399781.64,4555057.894,-890
21399784.84,4555059.695,-890
21399787.02,4555060.888,-890
21399789.3,4555062.13,-890
21399791.79,4555063.491,-890
21399793.87,4555064.637,-890
21399795.87,4555065.735,-890
21399798.49,4555067.188,-890
21399801.14,4555068.657,-890
21399803.45,4555069.942,-890
21399805.64,4555071.16,-890
21399808.44,4555072.724,-890
21399811.24,4555074.269,-890
21399813.39,4555075.456,-890
21399815.39,4555076.561,-890
21399818.4,4555078.213,-890
21399821.06,4555079.649,-890
21399823.06,4555080.726,-890
21399825.39,4555081.975,-890
21399828.59,4555083.677,-890
21399830.99,4555084.925,-890
21399833.13,4555086.035,-890
21399835.75,4555087.381,-890
21399838.62,4555088.84,-890
21399841.03,4555090.038,-890
21399843.43,4555091.231,-890
21399845.97,4555092.468,-890
21399848.54,4555093.705,-890
21399851.08,4555094.899,-890
21399853.47,4555096.021,-890
21399855.63,4555097.018,-890
21399857.89,4555098.05,-890
21399860.66,4555099.271,-890
21399862.93,4555100.261,-890
21399864.95,4555101.138,-890
21399867.6,4555102.268,-890
21399870.5,4555103.466,-890
21399872.53,4555104.279,-890
21399874.82,4555105.189,-890
21399877.59,4555106.282,-890
21399880,4555107.203,-890
21399882.3,4555108.047,-890
21399884.98,4555109.002,-890
21399887.49,4555109.89,-890
21399889.86,4555110.697,-890
21399892.65,4555111.618,-890
21399894.92,4555112.342,-890
21399897.04,4555112.988,-890
21399899.91,4555113.823,-890
21399902.74,4555114.631,-890
21399905.54,4555115.362,-890
21399908.06,4555116.012,-890
21399910.09,4555116.519,-890
21399912.42,4555117.036,-890
21399914.65,4555117.51,-890
21399916.65,4555117.895,-890
21399919.2,4555118.359,-890
21399922.38,4555118.904,-890
21399924.85,4555119.259,-890
21399927.43,4555119.603,-890
21399929.96,4555119.892,-890
21399932.21,4555120.118,-890
21399934.67,4555120.291,-890
21399937,4555120.422,-890
